Name,Type,City,State or Country,Offical_Web,Introduction,Industries,Campaign,Transactions,Location,Team,References,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrials:Aerospace & Defense; Air Freight & Logistics; Airlines; Airport Services; Building Products; Capital Goods; Construction & Engineering; Construction & Farm Machinery & Heavy Trucks; Electrical Components & Equipment; Heavy Electrical Equipment; Highways & Railtracks; Industrial Conglomerates; Industrial Machinery & Equipment; Marine Ports & Services; Marine Shipping; Railroads; Safety Equipment; Third Party Logistics (3PL); Trading Companies & Distributors; Transportation; Trucking

Technology:Application Software; Communications Equipment; Computer Hardware; Computer Storage & Peripherals; Electronic Components; Electronic Equipment & Instruments; Electronic Manufacturing Services; Financial Technology; Hardware; Health Care Technology; Home Entertainment Software; Internet Software & Services; Semiconductor Equipment; Semiconductors; Software; Systems Software; Technology Distributors

Show Less",[],"
September 2015
Broad Street Energy was acquired by Diversified Gas & Oil PLC.

Industries
Oil & Gas Drilling, Oil & Gas Equipment & Services, Oil & Gas Exploration & Production

August 2015
Cell Site Capital raised capital from Rock Fence Partners LLC.

Industries
Construction Materials, Homebuilding

August 2015
AMG Industries was acquired by The Reserve Group.

Industries
Industrial Machinery & Equipment, Metal, Glass & Plastic Containers

June 2015
Worldwide Power Products divested to Alpine Power Systems.

Industries
Electric Utilities, Multi-Utilities

November 2014
Buckeye Distributing divested to Anheuser-Busch InBev.

Industries
Brewers, Soft Drinks

October 2014
Northern Fire Equiptment Corp. was acquired by Koorsen Fire & Security.

Industries
Industrial Machinery & Equipment

September 2014
Cumberland Fire Safety was acquired by Koorsen Fire & Security.

Industries
Safety Equipment

June 2014
Maple City Fire Protection was acquired by Koorsen Fire & Security.

Industries
Safety Equipment

June 2014
Advanced Fire & Safety of Calhoun, KY was acquired by Koorsen Fire & Security.

Industries
Industrial Machinery & Equipment, Safety Equipment

April 2014
Fire Control Equiptment, Inc. of Nashville, TN was acquired by Koorsen Fire & Security.

Industries
Industrial Machinery & Equipment, Safety Equipment

February 2014
Valley Fire Equipment  was acquired by Koorsen Fire & Security .

Industries
Industrial Machinery & Equipment

February 2014
Auto-Tech Fire Systems was acquired by Koorsen Fire & Security .

Industries
Safety Equipment

January 2014
ACC Health was acquired by Level Eleven and Talisman Capital Partners.

Industries
Health Care Services, Health Care Supplies

December 2013
My Team was acquired by MRL Sports.

Industries
Apparel Retail, Apparel, Accessories & Luxury Goods

December 2013
WWWilliams closed recapitalization financing with Worldwide Distributors of Generators.

Industries
Electrical Components & Equipment, Heavy Electrical Equipment

January 2013
Trans Energy Inc was acquired by Diversified Resources and Five States .

Industries
Oil & Gas Exploration & Production

December 2012
Implications was acquired by Sophisticated Systems, Inc..

Industries
Application Software, Computer Hardware, Diversified Support Services, +3 more

December 2012
Stanley Industries divested to Oldcastle and AMI.

Industries
Metal Ore Mining

July 2012
M&R Oil & Gas divested to Devon.

Industries
Integrated Oil & Gas, Oil & Gas Exploration & Production, Oil & Gas Refining & Marketing

December 2011
Package of 44 West Virginia oil & gas wells from Mountain V Oil & Gas Inc. divested to Hayden Harper.

Industries
Oil & Gas Exploration & Production, Oil & Gas Refining & Marketing

December 2011
Golf Car Company raised capital from A&S Investment Corp.

Industries
Automotive Retail

December 2011
Eastman Fire Protection Inc. was acquired by Cheesman & Company.

Industries
Electrical Components & Equipment, Electronic Equipment & Instruments, Security & Alarm Services, +1 more

September 2011
Medical Electronics was acquired by Tenacore.

Industries
Health Care Supplies, Health Care Technology, Health Care Technology

August 2011
Bush Truck Leasing raised capital from A&S Investment Group.

Industries
Trucking

July 2011
Interstock Premium Cabinetry was acquired by H KATZ Capital Group.

Industries
Home Furnishings, Homefurnishing Retail

April 2011
316 Ohio oil & gas wells from: Deep Resources divested to Diversified Resources.

Industries
Integrated Oil & Gas, Oil & Gas Exploration & Production

March 2011
Package of 134 Pennsylvania oil & gas wells from Mountain V Oil & Gas Inc. divested to Hayden Harper.

Industries
Oil & Gas Exploration & Production, Oil & Gas Refining & Marketing

October 2010
Air Waves Inc. was acquired by A Private Investment Group.

Industries
Apparel, Accessories & Luxury Goods, Commercial Printing

September 2010
Scottissue was acquired by The Edgemoor Group.

Industries
General Merchandise Stores, Paper Products

August 2010
Crossbow Systems LTD was acquired by DInatco.

Industries
Alternative Carriers, IT Consulting & Other Services

June 2010
A package of 320 Ohio oil & gas wells from: AB Resources divested to Diversified Resources.

Industries
Oil & Gas Equipment & Services, Oil & Gas Exploration & Production, Oil & Gas Refining & Marketing

February 2010
Production Machine Tool Company was acquired by Advance Apex Companies.

Industries
Building Products, Construction & Engineering, Industrial Machinery & Equipment

October 2009
Canton Floors Interiors was acquired by Management Buy-out.

Industries
Home Furnishings

July 2009
Caretree Nursery Equipment was acquired by Shaver.

Industries
Forest Products

June 2009
Portfolio of Copyrighted Apparel Images from Air Waves, Inc. divested to The Elandgroup.

Industries
Apparel, Accessories & Luxury Goods, Commercial Printing

March 2009
L&J Fasteners, Inc. divested to Defiance Stamping.

Industries
General Merchandise Stores, Metal, Glass & Plastic Containers, Personal Products
","Headquarters HQ
100 East Broad Street, Suite 450
Columbus, OH 43215
US","Andy Hays
Managing Partner

Jason Stevens

Jason Kraynak
Senior Associate",https://network.axial.net/company/copper-run-capital-llc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Cascata Capital,Investment Bank ,Dallas, TX,https://network.axial.net/a/company/cascata-capital/,"Company Overview Dallasäóîbased investment banking and private equity investment firm Provide M&A advisory and equity and debt funding solutions for emerging growth companies Acquire controlling or minority interests in middleäóîmarket companies valued at up to $100 million Partner with institutional equity and other private funding sources on dealäóîbyäóîdeal basis Flexibility in deal structure and holding period Partner with seasoned managers in attractive industries Add value through access to capital, sourcing of strategic partners, and active board oversight Deep transaction and capital markets experience with strong relationships across investment industry Dedicated to helping companies fund and grow their businesses Professionals with 40 years of combined financial and investment experience: Chris D. Cuzalina, Managing Partner, has 20 years inäóî vestment experience as an investor, portfolio manager and investment banker. Prior to Cascata, Mr. Cuzalina was a Managing Partner of Vista Verde Capital Manäóî agement, a hedge fund, a Partner with McGarr Capital, a hedge fund, a Portfolio Manager with Hintz, Holman & Hecksher, a $1 billion hedge fund in New York, and a Financial Analyst in Mergers & Acquisitions with CS First Boston in New York. Mr. Cuzalina serves on the Price College of Business MBA Advisory Board at the University of Oklahoma. He received his MBA from Stanford University in 1996 and a BBA in Finance with Special Distinction for a 4.0 GPA from the University of Oklahoma in 1991. Mr. Cuzalina is a registered repreäóî sentative of WFG Investments, Inc., member FINRA/ SIPC. J. Chris Quinn, Partner, has 20 years investment and finance experience with an emphasis in valuation and credit analysis, transaction structuring and strategic advisory work. Prior to Cascata, Mr. Quinn was a Vice President in Mergers & Acquisitions with Dresdner Kleinwort Wasserstein, an Associate in Investment Banking with Solomon Brothers in New York, and a Commercial Lending Officer with Bank of Oklahoma. Mr. Quinn received his MBA from the Wharton School at the University of Pennsylvania with Director List Honors in 1998, and a BBA in Finance with Dean's List Honors from the University of Oklahoma in 1991. Mr. Quinn is a registered representative of WFG Investäóî ments, Inc., member FINRA/SIPC.

    Show Less","Consumer Services:Casino & Gaming Operators; Education Services; Hotel, Resort & Cruise Line Operators; Leisure Facilities; Restaurants; Specialized Consumer Services

Energy & Utilities:Coal & Consumable Fuels; Energy Equipment & Services; Integrated Oil & Gas; Oil & Gas Drilling; Oil & Gas Equipment & Services; Oil & Gas Exploration & Production; Oil & Gas Refining & Marketing; Oil & Gas Storage & Transportation; Oil, Gas & Consumable Fuels

Materials:Aluminum Products; Gold Products; Metal Ore Mining; Metals & Mining; Nonmetallic Mineral Mining & Quarrying; Other Metal & Mineral Products; Steel Products

Show Less",[],,"Headquarters HQ
5956 Sherry Ln., Suite 1000
Dallas, TX 75225
US","Chris Cuzalina
Managing Partner",https://network.axial.net/company/cascata-capital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Cascade Partners LLC ,Investment Bank ,Southfield, MI,http://www.cascade-partners.com,"Cascade Partners provides investment banking advisory services that are highly customized to meet the specific goals and objectives of each of our Partners. Our advisory services include: - Mergers, Acquisitions, Divestitures and Corporate Finance activities in support of businesses, shareholders and operators focused on the middle market. Each member of our team has a formidable combination of operating, investment and transaction experience, which we draw on to address the unique needs of transaction. We have used this experience and a research driven process to partner with large public companies as well as entrepreneurial businesses to meet their global investment banking needs. While others use words like äóìclientäóù, äóìcustomeräóù or äóìdealäóù we prefer to think of our relationships with select companies, owners and operators as long-term partnerships. Our long-term approach provides us with the opportunity to first serve as an unbiased resource to help management or shareholders understand their alternatives, long before they need transactional services. This approach enables us to better understand each unique situation, help evolve our Partnersäó» strategies, and hit the ground running when a transaction develops. Cascade Partners is a licensed broker dealer.
